"conceptId","term","read2_code","read2_term","read2_chapter"
"159882006","Tobacco processor (occupation)","0C32.00","Tobacco processor","0 - Occupations"
"159885008","Supervisor - chemical/gas/petroleum production (occupation)","0C41.00","Supervis.-chem/gas/petrol prod","0 - Occupations"
"159886009","Chief operator - chemical production (occupation)","0C42.00","Chief operator -chemical prod.","0 - Occupations"
"159887000","Senior operator - chemical production (occupation)","0C43.00","Senior operator-chemical prod.","0 - Occupations"
"159891005","Foreman -food/drink processor (occupation)","0C51.00","Foreman -food/drink processors","0 - Occupations"
"159892003","Flour confectioner (occupation)","0C53.00","Flour confectioner","0 - Occupations"
"159893008","Poultry dresser (occupation)","0C57.00","Poultry dresser","0 - Occupations"
"159894002","Food processor - cooker (occupation)","0C59.00","Food processor - cooker","0 - Occupations"
"159895001","Food processing sterilizer (occupation)","0C5A.00","Food processing steriliser","0 - Occupations"
"159896000","Food processor - freezer (occupation)","0C5B.00","Food processor - freezer","0 - Occupations"
"159897009","Food processor - rollerman (occupation)","0C5C.00","Food processor - rollerman","0 - Occupations"
"159898004","Food processor - grinder (occupation)","0C5D.00","Food processor - grinder","0 - Occupations"
"159899007","Food processor - mixer (occupation)","0C5E.00","Food processor - mixer","0 - Occupations"
"159900002","Food processor - blender (occupation)","0C5F.00","Food processor - blender","0 - Occupations"
"159901003","Food processor - filterer (occupation)","0C5G.00","Food processor - filterer","0 - Occupations"
"159904006","Foreman-paper/board processor (occupation)","0C61.00","Foreman-paper/board processors","0 - Occupations"
"159905007","Refinerman - paper/board processing (occupation)","0C63.00","Refinerman-paper/board process","0 - Occupations"
"159906008","Machineman - paper/board processing (occupation)","0C64.00","Machineman-paper/board process","0 - Occupations"
"159907004","Dryerman - paper/board processing (occupation)","0C65.00","Dryerman-paper/board process.","0 - Occupations"
"159908009","Calenderman (occupation)","0C66.00","Calenderman","0 - Occupations"
"159913008","Kiln burner (occupation)","0CZ3.00","Kiln burner","0 - Occupations"
"159914002","Kiln placer (occupation)","0CZ4.00","Kiln placer","0 - Occupations"
"159915001","Kiln setter (occupation)","0CZ5.00","Kiln setter","0 - Occupations"
"159918004","Rubber processor (occupation)","0CZ8.00","Rubber processor","0 - Occupations"
"159919007","Sewage plant attendant (occupation)","0CZA.00","Sewage plant attendant","0 - Occupations"
"159921002","Making/repairing excluding metal/electrical (occupation)","0D...00","Making/repairing ex metal/elec","0 - Occupations"
"159922009","Glass worker (occupation)","0D1..00","Glass workers","0 - Occupations"
"159922009","Glass worker (occupation)","0D1Z.00","Glass worker NOS","0 - Occupations"
"159923004","Glass working foreman (occupation)","0D11.00","Glass working foreman","0 - Occupations"
"159924005","Glass shaper/former - hand (occupation)","0D12.00","Glass shaper/former - hand","0 - Occupations"
"159925006","Glass/shaper/former - machine (occupation)","0D13.00","Glass/shaper/former - machine","0 - Occupations"
"159926007","Optical glass worker (occupation)","0D14.00","Optical glass worker","0 - Occupations"
"159927003","Glass finisher (occupation)","0D15.00","Glass finisher","0 - Occupations"
"159928008","Glass fiber worker (occupation)","0D17.00","Glass fibre worker","0 - Occupations"
"159931009","Clay/stone working foreman (occupation)","0D21.00","Clay/stone working foreman","0 - Occupations"
"159932002","Hand pottery maker (occupation)","0D22.00","Hand pottery maker","0 - Occupations"
"159933007","Machine pottery maker (occupation)","0D23.00","Machine pottery maker","0 - Occupations"
"159934001","Pottery/ceramics finisher (occupation)","0D24.00","Pottery/ceramics finisher","0 - Occupations"
"159937008","Stone cutter (occupation)","0D27.00","Stone cutter","0 - Occupations"
"159938003","Stone shaper (occupation)","0D28.00","Stone shaper","0 - Occupations"
"159939006","Monumental mason (occupation)","0D29.00","Monumental mason","0 - Occupations"
"159940008","Slate cutter (occupation)","0D2A.00","Slate cutter","0 - Occupations"
"159941007","Stone polisher (occupation)","0D2B.00","Stone polisher","0 - Occupations"
"159944004","Foreman - printing (occupation)","0D31.00","Foreman - printing","0 - Occupations"
"159945003","Typesetter (occupation)","0D34.00","Typesetter","0 - Occupations"
"159948001","Printing machine operator (occupation)","0D38.00","Printing machine operator","0 - Occupations"
"159949009","Screen printer (occupation)","0D39.00","Screen printer","0 - Occupations"
"159950009","Photographic processor (occupation)","0D3B.00","Photographic processor","0 - Occupations"
"159951008","Trainee printer (occupation)","0D3C.00","Trainee printer","0 - Occupations"
"159954000","Foreman bookbinder (occupation)","0D41.00","Foreman bookbinder","0 - Occupations"
"159955004","Foreman paper worker (occupation)","0D42.00","Foreman paper worker","0 - Occupations"
"159956003","Bookbinder (occupation)","0D43.00","Bookbinder","0 - Occupations"
"159956003","Bookbinder (occupation)","0D4..11","Bookbinders","0 - Occupations"
"159957007","Paper worker (occupation)","0D4..12","Paperworkers","0 - Occupations"
"159957007","Paper worker (occupation)","0D44.00","Paper worker","0 - Occupations"
"159958002","Paperboard worker (occupation)","0D45.00","Paperboard worker","0 - Occupations"
"159959005","Trainee bookbinder (occupation)","0D46.00","Trainee bookbinder","0 - Occupations"
"159962008","Foreman -textile material work (occupation)","0D51.00","Foreman -textile material work","0 - Occupations"
"159963003","Corset maker (occupation)","0D54.00","Corset maker","0 - Occupations"
"159964009","Coach trimmer (occupation)","0D55.00","Coach trimmer","0 - Occupations"
"159965005","Upholsterer (occupation)","0D56.00","Upholsterer","0 - Occupations"
"159966006","Furrier (occupation)","0D59.00","Furrier","0 - Occupations"
"159967002","Clothing pattern marker (occupation)","0D5B.00","Clothing pattern marker","0 - Occupations"
"159968007","Clothing pattern cutter (occupation)","0D5C.00","Clothing pattern cutter","0 - Occupations"
"159970003","Textile sewing machinist (occupation)","0D5F.00","Textile sewing machinist","0 - Occupations"
"159971004","Textile linking machinist (occupation)","0D5G.00","Textile linking machinist","0 - Occupations"
"159972006","Surgical corset fitter (occupation)","0D5H.00","Surgical corset fitter","0 - Occupations"
"159973001","Sailmaker (occupation)","0D5I.00","Sailmaker","0 - Occupations"
"159974007","Trainee textile worker (occupation)","0D5J.00","Trainee textile worker","0 - Occupations"
"159975008","Button maker/operative/supervisor (occupation)","0D5K.00","Button maker/operative/superv","0 - Occupations"
"159978005","Foreman - leather working (occupation)","0D61.00","Foreman - leather working","0 - Occupations"
"159981000","Footwear caster (occupation)","0D65.00","Footwear casters","0 - Occupations"
"159982007","Leather goods repairer (occupation)","0D67.00","Leather goods repairer","0 - Occupations"
"159984008","Leather pattern cutter (occupation)","0D6A.00","Leather pattern cutter","0 - Occupations"
"159987001","Woodworking foreman (occupation)","0D71.00","Woodworking foreman","0 - Occupations"
"159988006","Carpenter/joiner - general (occupation)","0D72.00","Carpenter/joiner - general","0 - Occupations"
"159990007","Wood fitter (occupation)","0D75.00","Wood fitter","0 - Occupations"
"159991006","Wood sawyer (occupation)","0D76.00","Wood sawyer","0 - Occupations"
"159992004","Woodworker's mate (occupation)","0D7B.00","Woodworker's mate","0 - Occupations"
"159993009","Wood polisher (small pieces) (occupation)","0D7C.00","Wood polisher (small pieces)","0 - Occupations"
"159995002","Rubber/plastic worker foreman (occupation)","0D81.00","Rubber/plastic worker foreman","0 - Occupations"
"159996001","Rubber mold maker (occupation)","0D83.00","Rubber mould maker","0 - Occupations"
"159997005","Rubber molder (occupation)","0D84.00","Rubber moulder","0 - Occupations"
"159998000","Plastic worker (occupation)","0D85.00","Plastic worker","0 - Occupations"
"159999008","Glass fiber laminator (occupation)","0D86.00","Glass fibre laminator","0 - Occupations"
"160003009","Musical instrument maker (occupation)","0DZ2.00","Musical instrument maker","0 - Occupations"
"160004003","Organ tuner (occupation)","0DZ4.00","Organ tuner","0 - Occupations"
"160005002","Piano tuner (occupation)","0DZ5.00","Piano tuner","0 - Occupations"
"160006001","Piano repairer (occupation)","0DZ6.00","Piano repairer","0 - Occupations"
"160007005","Surgical appliance maker (occupation)","0DZ7.00","Surgical appliance maker","0 - Occupations"
"160008000","Dental technician (occupation)","0DZ8.00","Dental technician","0 - Occupations"
"160009008","Wig maker (occupation)","0DZ9.00","Wig maker","0 - Occupations"
"160013001","Foreman: metal making/treating (occupation)","0E11.00","Foreman: metal making/treating","0 - Occupations"
"160014007","Steel smelting furnaceman (occupation)","0E13.00","Steel smelting furnaceman","0 - Occupations"
"160016009","Steel rollerman (occupation)","0E15.00","Steel rollerman","0 - Occupations"
"160017000","Metal drawer (occupation)","0E16.00","Metal drawer","0 - Occupations"
"160018005","Machine molder/coremaker (occupation)","0E18.00","Machine moulder/coremaker","0 - Occupations"
"160022000","Engineering machiner (occupation)","0E2Z.00","Metal engineering machiner NOS","0 - Occupations"
"160022000","Engineering machiner (occupation)","0E2..00","Engineering machining","0 - Occupations"
"160023005","Foreman: engineering machining (occupation)","0E21.00","Foreman: engineering machining","0 - Occupations"
"160027006","Automatic machine attendant (occupation)","0E26.00","Automatic machine attendant","0 - Occupations"
"160028001","Metal polisher (occupation)","0E27.00","Metal polisher","0 - Occupations"
"160032007","Foreman: metal product fitting (occupation)","0E31.00","Foreman: metal product fitting","0 - Occupations"
"160033002","Tool maker/fitter/marker-out (occupation)","0E32.00","Tool maker/fitter/marker-out","0 - Occupations"
"160034008","Precision instrument maker (occupation)","0E33.00","Precision instrument maker","0 - Occupations"
"160035009","Metal-work production fitter (occupation)","0E34.00","Metal-work production fitter","0 - Occupations"
"160038006","Foreman: fitter/mechanics (occupation)","0E41.00","Foreman: fitters/mechanics","0 - Occupations"
"160040001","Machinery maintenance fitter (occupation)","0E43.00","Machinery maintenance fitter","0 - Occupations"
"160041002","Knitting machine mechanic (occupation)","0E44.00","Knitting machine mechanic","0 - Occupations"
"160044005","Instrument mechanic (occupation)","0E48.00","Instrument mechanic","0 - Occupations"
"160047003","Electrical production fitter (occupation)","0E52.00","Electrical production fitter","0 - Occupations"
"160047003","Electrical production fitter (occupation)","0E5..00","Electrical production fitters","0 - Occupations"
"160047003","Electrical production fitter (occupation)","0E5Z.00","Electrical product.fitter NOS","0 - Occupations"
"160048008","Foreman: electrical production (occupation)","0E51.00","Foreman: electrical production","0 - Occupations"
"160050000","Electronics production fitter (occupation)","0E53.00","Electronics production fitter","0 - Occupations"
"160051001","Production electrician (occupation)","0E54.00","Production electrician","0 - Occupations"
"160054009","Foreman electrical mechanic (occupation)","0E61.00","Foreman electrical mechanic","0 - Occupations"
"160055005","Electrician - plant/machinery (occupation)","0E62.00","Electrician - plant/machinery","0 - Occupations"
"160056006","Electrician - premises/ships (occupation)","0E63.00","Electrician - premises/ships","0 - Occupations"
"160057002","Telephone fitter (occupation)","0E64.00","Telephone fitter","0 - Occupations"
"160061008","Television aerial erector (occupation)","0E69.00","Television aerial erector","0 - Occupations"
"160062001","Electric meter fixer (occupation)","0E6A.00","Electric meter fixer","0 - Occupations"
"160065004","Foreman: metal pipes/sheets (occupation)","0E71.00","Foreman: metal pipes/sheets","0 - Occupations"
"160066003","Gas fitter (occupation)","0E73.00","Gas fitter","0 - Occupations"
"160069005","Metal plate worker (occupation)","0E78.00","Metal plate worker","0 - Occupations"
"160070006","Riveter (occupation)","0E79.00","Riveter","0 - Occupations"
"160071005","Construction metal driller (occupation)","0E7A.00","Construction metal driller","0 - Occupations"
"160072003","Steel rigger (occupation)","0E7B.00","Steel rigger","0 - Occupations"
"160073008","Steel erector (occupation)","0E7D.00","Steel erector","0 - Occupations"
