"","code","description","tag"
"3029",66244005,"Regional ventilation differences due to unequal compliance (finding)","finding"
"3030",66251001,"Protein conformation (finding)","finding"
"3031",66257002,"Psychosexual phase (finding)","finding"
"3032",66264000,"Todd's paresis (finding)","finding"
"3033",66271005,"Increased capillary resistance (finding)","finding"
"3034",66276000,"Organ or tissue vascular perfusion increased (finding)","finding"
"3035",66277009,"Denervation (finding)","finding"
"3036",66299001,"Scaphoid facies (finding)","finding"
"3037",66397001,"Sensory apraxia (finding)","finding"
"3038",66445009,"Lymphoma stage IV (finding)","finding"
"3039",66447001,"Anacrotic pulse (finding)","finding"
"3040",66490000,"Neurological muscular paralysis (finding)","finding"
"3041",66539004,"Carbohydrate restricted diet (finding)","finding"
"3042",66551002,"Psychogenic headache (finding)","finding"
"3043",66552009,"No tissue received (finding)","finding"
"3044",66557003,"Disability evaluation, normal, no disability, no impairment (finding)","finding"
"3045",66598005,"Infectious disease carrier (finding)","finding"
"3046",66609003,"Tactile hallucinations (finding)","finding"
"3047",66618001,"Decreased general body function (finding)","finding"
"3048",66627000,"Chylous urine (finding)","finding"
"3049",66642002,"Abnormal pitch (finding)","finding"
"3050",66659007,"Normal variation in position (finding)","finding"
"3051",66677002,"Compulsive overt homosexual state (finding)","finding"
"3052",66790001,"Bacterial growth contamination (finding)","finding"
"3053",66797003,"Disorientation as to self (finding)","finding"
"3054",66806007,"Sound-induced electroencephalogram abnormality (finding)","finding"
"3055",66812002,"Flattened T wave (finding)","finding"
"3056",66836003,"Postcoital douche method of contraception (finding)","finding"
"3057",66848000,"Uremic breath (finding)","finding"
"3058",66857006,"Hemoptysis (finding)","finding"
"3059",66880003,"Tremor opiophagorum (finding)","finding"
"3060",66895001,"Cervical dilatation, 6cm (finding)","finding"
"3061",66966006,"Cry of Down's syndrome (finding)","finding"
"3062",67015007,"Abnormal large bowel motility (finding)","finding"
"3063",67093004,"Megaloblastic erythropoiesis (finding)","finding"
"3064",67101007,"TX category (finding)","finding"
"3065",67104004,"Ambulatory automatism (finding)","finding"
"3066",67106002,"Disease condition determination, moderately controlled (finding)","finding"
"3067",67135005,"Tissue removed at necropsy (finding)","finding"
"3068",67141003,"Antalgic gait (finding)","finding"
"3069",67150001,"Alternate cover test (finding)","finding"
"3070",67158008,"Tracheal tug (finding)","finding"
"3071",67162002,"Smells of urine (finding)","finding"
"3072",67175002,"Impaired home maintenance management (finding)","finding"
"3073",67197000,"Disturbance in life pattern associated with work (finding)","finding"
"3074",67248003,"Normal diaphragmatic movement (finding)","finding"
"3075",67251005,"Increased liver function (finding)","finding"
"3076",67295004,"Greasy hair (finding)","finding"
"3077",67299005,"Auspitz's sign (finding)","finding"
"3078",67302005,"V1 stage (finding)","finding"
"3079",67307004,"Increased collateral circulation (finding)","finding"
"3080",67326007,"No reflow vascular flow (finding)","finding"
"3081",67331009,"Character trait finding (finding)","finding"
"3082",67334001,"Guarded prognosis (finding)","finding"
"3083",67348001,"Delusional conclusion (finding)","finding"
"3084",67374007,"Instability of joint (finding)","finding"
"3085",67395002,"Amphoric breathing (finding)","finding"
"3086",67405006,"Patient status determination, slightly improved (finding)","finding"
"3087",67408008,"Prenatal state of fetus (finding)","finding"
"3088",67431008,"Compulsion expressed as ritual (finding)","finding"
"3089",67544000,"Local untoward skin test reaction (finding)","finding"
"3090",67551009,"Abnormal third heart sound, S>3< (finding)","finding"
"3091",67564005,"Social maladjustment (finding)","finding"
"3092",67591007,"School maladjustment (finding)","finding"
"3093",67641002,"Cover-uncover test (finding)","finding"
"3094",67672003,"Talar tilt (finding)","finding"
"3095",67673008,"T2 category (finding)","finding"
"3096",67683007,"Abnormal pulse (finding)","finding"
"3097",67698009,"Obsessional thoughts (finding)","finding"
"3098",67707002,"Infantile disease (finding)","finding"
"3099",67708007,"Necrospermia (finding)","finding"
"3100",67722007,"At risk for joint contractures (finding)","finding"
"3101",67736002,"Specimen poorly fixed (finding)","finding"
"3102",67750007,"Ineffective airway clearance (finding)","finding"
"3103",67759008,"Musculoskeletal immobility (finding)","finding"
"3104",67793007,"Allo-erotism (finding)","finding"
"3105",67809006,"Abnormal female reproductive function (finding)","finding"
"3106",67849003,"Excruciating pain (finding)","finding"
"3107",67875004,"High-pitched crowing (finding)","finding"
"3108",67877007,"Ecstasy (finding)","finding"
"3109",67909005,"Chest wall retraction (finding)","finding"
"3110",67967009,"Cushingoid facies (finding)","finding"
"3111",67972000,"Single home living (finding)","finding"
"3112",67998006,"Small bowel peristaltic rush (finding)","finding"
"3113",68009005,"Adson's sign (finding)","finding"
"3114",68036007,"Carbohydrate conformation (finding)","finding"
"3115",68052005,"Pulmonary aspiration (finding)","finding"
"3116",68070008,"Cross-sexual pubertal traits (finding)","finding"
"3117",68095009,"Wheezing stridor (finding)","finding"
"3118",68097001,"Increased calorie diet (finding)","finding"
"3119",68124003,"Penile insertion (finding)","finding"
"3120",68128000,"Urticarial skin test reaction (finding)","finding"
"3121",68154008,"Chronic cough (finding)","finding"
"3122",68193004,"Thomas' sign (finding)","finding"
"3123",68194005,"Nasal emission on pressure consonants (finding)","finding"
"3124",68235000,"Nasal congestion (finding)","finding"
"3125",68240008,"International Federation of Gynecology and Obstetrics cervical cancer stage II (finding)","finding"
"3126",68256003,"Increased glucose level (finding)","finding"
"3127",68318002,"Decreased platelet destruction (finding)","finding"
"3128",68345001,"Apraxia (finding)","finding"
"3129",68349007,"Deoxyribonucleic acid damage (finding)","finding"
"3130",68391009,"Strained hoarse voice arrest-intermittent arrhythmic group (finding)","finding"
"3131",68423001,"Frothy sputum (finding)","finding"
"3132",68427000,"Normal variation in quantity (finding)","finding"
"3133",68433009,"Childhood (finding)","finding"
"3134",68434003,"Catatonic excitement (finding)","finding"
"3135",68494000,"Mid-systolic murmur (finding)","finding"
"3136",68509000,"Stillbirth of immature female (500-999 gms.) (finding)","finding"
"3137",68516004,"Foolish business investment (finding)","finding"
"3138",68519006,"Multiple non-ejection systolic clicks (finding)","finding"
"3139",68547005,"Doorbell sign (finding)","finding"
"3140",68589002,"Rear entry coital position (finding)","finding"
"3141",68600005,"Hemoglobinuria (finding)","finding"
"3142",68603007,"Abnormal arterial pulse pressure (finding)","finding"
"3143",68653001,"Anal pain (finding)","finding"
"3144",68658005,"Disability evaluation, disability 15% (finding)","finding"
"3145",68732003,"Non-virginal state (finding)","finding"
"3146",68811000,"Menopausal problem (finding)","finding"
"3147",68900007,"Posttraumatic aphasia (finding)","finding"
"3148",68962001,"Muscle pain (finding)","finding"
"3149",68978004,"Hyperventilation (finding)","finding"
"3150",69016002,"Personality trait typical of long term functioning (finding)","finding"
"3151",69018001,"Right mentolateral position (finding)","finding"
"3152",69020003,"Abnormal rapid eye movement sleep (finding)","finding"
"3153",69021004,"Cerebellar gait (finding)","finding"
"3154",69075005,"Aplastic crisis (finding)","finding"
"3155",69157007,"Normal precordial pulsation (finding)","finding"
"3156",69193009,"Rigid character (finding)","finding"
"3157",69206000,"Fluent aphasia (finding)","finding"
"3158",69215007,"Intolerant of heat (finding)","finding"
"3159",69243003,"Genius (Intelligence Quotient...) (finding)","finding"
"3160",69288002,"Elfin facies (finding)","finding"
"3161",69290001,"Rear seat passenger in vehicular AND/OR traffic accident (finding)","finding"
"3162",69318006,"Shortened ST interval (finding)","finding"
"3163",69328002,"Distress (finding)","finding"
"3164",69338007,"Kanter's sign (finding)","finding"
"3165",69437003,"Abnormal foot pulse (finding)","finding"
"3166",69449002,"Drug action (finding)","finding"
"3167",69466000,"Unknown procedure (finding)","finding"
"3168",69516009,"Functional state after urinary stone passed (finding)","finding"
"3169",69547003,"Aggressive biting (finding)","finding"
"3170",69559004,"Mass of retroperitoneal structure (finding)","finding"
"3171",69577009,"Lisping (finding)","finding"
"3172",69600003,"Voice tremor group (finding)","finding"
"3173",69604007,"Abnormal amino acid sequence (finding)","finding"
"3174",69605008,"Clinical stage II E (finding)","finding"
"3175",69647007,"Red tears (finding)","finding"
"3176",69679003,"Induced autoimmune reaction (finding)","finding"
"3177",69689004,"Vagitus uterinus (finding)","finding"
"3178",69690008,"Hypnapompic hallucinations (finding)","finding"
"3179",69701009,"Abnormal general body function (finding)","finding"
"3180",69707008,"Abnormal keratinization (finding)","finding"
"3181",69752006,"Hypometria (finding)","finding"
"3182",69757000,"Pathematic aphasia (finding)","finding"
"3183",69777007,"Interlocked twins (finding)","finding"
"3184",69791001,"Increased venous pressure (finding)","finding"
"3185",69829003,"Aortic ejection sound (finding)","finding"
"3186",69840006,"Normal breast feeding (finding)","finding"
"3187",69848004,"Spermatoschesis (finding)","finding"
"3188",69849007,"Genital psychosexual phase (finding)","finding"
"3189",69868005,"Genetic operator region (finding)","finding"
"3190",70003006,"Gram-positive cocci in clusters (finding)","finding"
"3191",70006003,"Decreased percutaneous penetration (finding)","finding"
"3192",70019004,"Abnormal quantity (finding)","finding"
"3193",70028003,"Vertex presentation (finding)","finding"
"3194",70040003,"Glasgow coma scale, 15 (finding)","finding"
"3195",70046009,"International Federation of Gynecology and Obstetrics vulvar melanoma stage I (finding)","finding"
"3196",70056008,"Articulatory defect (finding)","finding"
"3197",70112005,"Stillbirth of mature female (2500 gms. or more) (finding)","finding"
"3198",70124003,"Capillary pulse (finding)","finding"
"3199",70147002,"Living in trailer (finding)","finding"
"3200",70185004,"Apneusis (finding)","finding"
"3201",70208009,"Normal sexual state and development (finding)","finding"
"3202",70256003,"Finding of sexual intercourse (finding)","finding"
"3203",70295002,"Statutory rape (finding)","finding"
"3204",70323002,"Eye strain (finding)","finding"
"3205",70346000,"Gingival edema (finding)","finding"
"3206",70396004,"Acholic stool (finding)","finding"
"3207",70407001,"Stridor (finding)","finding"
"3208",70425008,"Piskacek's sign (finding)","finding"
"3209",70462005,"Low temperature acclimation (finding)","finding"
"3210",70466008,"Bruit (finding)","finding"
"3211",70503004,"Hypnotic state (finding)","finding"
"3212",70531008,"Vulvovaginal discomfort (finding)","finding"
"3213",70533006,"Family coping: potential for growth (finding)","finding"
"3214",70537007,"Hegar's sign (finding)","finding"
"3215",70545002,"Narcotic drug user (finding)","finding"
"3216",70551007,"Inefficiency (finding)","finding"
"3217",70630002,"Schizoid character (finding)","finding"
"3218",70651004,"Calkin's sign (finding)","finding"
"3219",70664003,"Clinical stage IV S (finding)","finding"
"3220",70670009,"Abnormal vasomotor function (finding)","finding"
"3221",70679005,"Abnormal central venous pressure (finding)","finding"
"3222",70693003,"At risk for impaired skin integrity (finding)","finding"
"3223",70713009,"Extrapsychic conflict (finding)","finding"
"3224",70720002,"Trailing phenomenon (finding)","finding"
"3225",70730006,"Ineffective erythropoiesis (finding)","finding"
"3226",70733008,"Limitation of joint movement (finding)","finding"
"3227",70765006,"Mercurial tremor (finding)","finding"
"3228",70804004,"Molecular stability (finding)","finding"
"3229",70849001,"Conflict concerning adopted or foster child (finding)","finding"
"3230",70900007,"Increased excretory function (finding)","finding"
"3231",70908000,"Decreased blood volume (finding)","finding"
"3232",70929009,"Bacterial colony elevation, umbonate (finding)","finding"
"3233",70944005,"Impaired gas exchange (finding)","finding"
"3234",70997004,"Mild anxiety (finding)","finding"
"3235",71022009,"Abnormal carotid arterial pulse (finding)","finding"
"3236",71038003,"Frenzy (finding)","finding"
"3237",71067002,"Abnormal reproductive state (finding)","finding"
"3238",71092004,"Living in retirement community (finding)","finding"
"3239",71096001,"Inversion of uterine contraction (finding)","finding"
"3240",71099008,"Living in residence with no sanitation (finding)","finding"
"3241",71112001,"Normal ulnar pulse (finding)","finding"
"3242",71177003,"Retraction of tympanic membrane (finding)","finding"
"3243",71200009,"Decreased skin temperature (finding)","finding"
"3244",71201008,"Pansystolic murmur (finding)","finding"
